1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 05/27/2013 11:41:57 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 05/27/2013 11:41:58 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 05/27/2013 11:41:59 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:05 AM, Prof. Baltazar, x
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:05 AM, Prof. Baltazar, x
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:18 AM, Prof. Baltazar, x
2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:19 AM, Prof. Baltazar, x
2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:20 AM, Prof. Baltazar, x
2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:21 AM, Prof. Baltazar, x
2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:22 AM, Prof. Baltazar, x
2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:23 AM, Prof. Baltazar, x
2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:24 AM, Prof. Baltazar, x
2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:25 AM, Prof. Baltazar, x
2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:26 AM, Prof. Baltazar, x
2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:32 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:33 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:42:34 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:03 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:04 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:05 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:05 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:13 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:14 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:15 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:16 AM, Prof. Baltazar, x
2, 0, 2, 2, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:38 AM, Prof. Baltazar, x
2, 0, 3, 2, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:39 AM, Prof. Baltazar, x
2, 0, 3, 2, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:40 AM, Prof. Baltazar, x
2, 0, 3, 2, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:41 AM, Prof. Baltazar, x
2, 0, 3, 2, 5, 0, 0, 0, 0, 0, 2, 05/27/2013 11:43:42 AM, Prof. Baltazar, x
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 06/27/2013 11:41:38 AM, Prof. Baltazar, x
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 06/27/2013 11:41:39 AM, Prof. Baltazar, x
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 06/27/2013 11:41:56 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 06/27/2013 11:41:57 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 06/27/2013 11:41:58 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 06/27/2013 11:41:59 AM, Prof. Baltazar, x
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:05 AM, Prof. Baltazar, x
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:06 AM, Prof. Baltazar, x
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:18 AM, Prof. Baltazar, x
2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:19 AM, Prof. Baltazar, x
2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:20 AM, Prof. Baltazar, x
2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:21 AM, Prof. Baltazar, x
2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:22 AM, Prof. Baltazar, x
2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:23 AM, Prof. Baltazar, x
2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:24 AM, Prof. Baltazar, x
2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:25 AM, Prof. Baltazar, x
2, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:32 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:42:33 AM, Prof. Baltazar, x
2, 0, 1, 0, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:04 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:05 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:13 AM, Prof. Baltazar, x
2, 0, 1, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:14 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:15 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:16 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:25 AM, Prof. Baltazar, x
2, 0, 2, 1, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:26 AM, Prof. Baltazar, x
2, 0, 2, 2, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:27 AM, Prof. Baltazar, x
2, 0, 2, 2, 5, 0, 0, 0, 0, 0, 2, 06/27/2013 11:43:34 AM, Prof. Baltazar, x
